sample_id,CTHRC1,FHL2,LDHA,P4HA1,SERPINH1,ABCA8,CA19-9,MUC16,EGFR,KRAS,TP53,SMAD4,CDH1,VIM,FN1,COL1A1,MMP9,VEGFA,HIF1A,PCNA,PROT_04773,PROT_05214,PROT_03119,PROT_00197,PROT_04607,PROT_01737,PROT_03296,PROT_00378,PROT_00461,PROT_07044,PROT_01869,PROT_06788,PROT_07859,PROT_00526,PROT_06669,PROT_06014,PROT_01764,PROT_02052,PROT_00415,PROT_08274,PROT_06218,PROT_04917,PROT_03172,PROT_04664,PROT_00089,PROT_08324,PROT_03333,PROT_02241,PROT_06178,PROT_03962,PROT_01026,PROT_00852,PROT_01860,PROT_01539,PROT_02509,PROT_02232,PROT_01974,PROT_01865,PROT_00438,PROT_05464,PROT_02946,PROT_02858,PROT_06775,PROT_08070,PROT_08027,PROT_07544,PROT_05034,PROT_01770,PROT_05756,PROT_07288,PROT_07447,PROT_08674,PROT_08056,PROT_00467,PROT_07658,PROT_03967,PROT_05348,PROT_07083,PROT_03367,PROT_02249,PROT_03304,PROT_07306,PROT_02385,PROT_07042,PROT_03836,PROT_08532,PROT_04154,PROT_02307,PROT_04273,PROT_05799,PROT_06738,PROT_02212,PROT_06990,PROT_00463,PROT_04713,PROT_02465,PROT_05805,PROT_08476,PROT_02640,PROT_02625,PROT_06450,PROT_08494,PROT_07376,PROT_04121,PROT_02124,PROT_06241,PROT_07326,PROT_00823,PROT_07072,PROT_02703,PROT_03440,PROT_06215,PROT_02069,PROT_06768,PROT_06356,PROT_07335,PROT_00256,PROT_01863,PROT_08472,PROT_01549,PROT_00863,PROT_01208,PROT_04629,PROT_05155,PROT_01227,PROT_05195,PROT_08392,PROT_06136,PROT_02339,PROT_06722,PROT_03177,PROT_05353,PROT_01920,PROT_08768,PROT_01065,PROT_04836,PROT_07741,PROT_06484,PROT_08333,PROT_05988,PROT_04918,PROT_04754,PROT_00070,PROT_07630,PROT_02404,PROT_08103,PROT_05981,PROT_00877,PROT_07972,PROT_06471,PROT_07574,PROT_04649,PROT_01864,PROT_06674,PROT_02363,PROT_05014,PROT_00432,PROT_07074,PROT_07835,PROT_02548,PROT_08575,PROT_01933,PROT_07624,PROT_02965,PROT_03197,PROT_04871,PROT_02068,PROT_07565,PROT_00766,PROT_02642,PROT_04437,PROT_01133,PROT_03889,PROT_00401,PROT_05641,PROT_05102,PROT_00319,PROT_07575,PROT_04046,PROT_02177,PROT_01704,PROT_02784,PROT_01010,PROT_01356,PROT_02295,PROT_03645,PROT_04968,PROT_08369,PROT_01351,PROT_05477,PROT_03317,PROT_02046,PROT_01870,PROT_07263,PROT_01210,PROT_02978,PROT_06407,PROT_02335,PROT_00501,PROT_06791,PROT_04876,PROT_05060,PROT_06082,PROT_05552,PROT_07450,PROT_02767,PROT_01211,PROT_00588,PROT_07444,PROT_03283,PROT_05702,PROT_01004,PROT_08776,PROT_07754,PROT_02265,PROT_02597,PROT_05274,PROT_08732,PROT_06560,PROT_07724
S0030,24.109491,22.916794,19.315325,20.370085,21.004015,16.088139,24.950384,22.141083,23.409872,24.316658,21.924044,20.641562,16.285519,23.746817,23.310328,22.606798,23.26763,19.588894,22.04284,20.171488,20.274693,19.047106,21.011208,20.491362,21.45716,20.267141,24.526625,19.009817,18.96171,20.142254,23.108269,21.474949,22.54214,20.047169,20.995007,19.204119,23.253178,17.91467,19.64091,21.468176,17.861443,18.006924,20.930248,21.11804,24.015488,19.277853,20.117966,21.943266,21.279507,21.875994,18.777622,16.224007,15.538366,21.082499,19.08451,16.388556,20.665888,17.0969,20.557573,24.87814,15.934355,17.700096,22.168839,21.631798,18.601242,16.699856,20.553143,19.238235,17.776386,20.347908,20.156712,20.879303,19.341722,19.580242,15.50497,21.40668,20.194363,18.689468,15.76189,19.24797,19.217157,18.499428,22.89477,19.359936,20.80579,21.49497,17.048508,17.000387,19.547447,18.63302,21.075165,18.104166,18.81212,21.208282,19.68847,17.41514,23.594763,21.763948,20.441816,16.236876,19.751802,23.128798,21.35884,17.863457,20.420994,20.439026,18.48037,16.190596,22.198112,19.10596,18.184645,21.202051,21.588202,18.98317,19.1625,19.310028,21.206951,18.625418,19.606281,19.68473,20.701109,17.609783,18.600376,17.768387,24.126797,19.873295,21.655499,23.024654,19.275164,21.616333,20.71756,20.682863,18.50521,18.81066,17.771368,19.39629,18.695292,18.550997,22.08422,16.271027,23.115398,20.277126,20.15935,19.936014,20.916372,18.86445,18.353117,22.285542,22.32452,17.547253,19.753984,20.38865,19.075514,21.322916,24.508322,20.049221,23.830452,21.752203,20.58316,24.799723,22.519093,17.61203,16.947092,21.70883,23.984987,20.701708,22.20905,18.705791,19.472702,19.92485,17.854708,21.204062,18.118639,21.8565,17.218136,14.0037,18.233408,18.117048,23.154682,18.868456,22.223495,21.018875,18.176405,19.916702,20.525522,19.511646,17.973234,19.589582,19.396439,21.473103,17.480398,20.959446,19.954012,21.03241,22.791004,22.572233,20.38236,18.502512,19.262783,22.546362,24.161112,19.898535,19.276373,22.825285,20.353762,20.098242,20.642939,19.691557,19.71349,18.089874,18.379015,20.405272,19.027746,22.739286,23.955536,16.110447,20.775997,19.15437,18.063248,21.411974
S0031,25.185844,20.013767,22.879364,20.901443,22.152628,15.547614,21.52232,22.133371,21.967384,21.067179,21.189281,16.653402,20.51969,23.568611,24.077166,22.50882,21.347992,19.716614,20.03931,21.72983,19.379158,23.913233,21.67499,20.198849,25.142456,17.940783,22.271158,20.169806,16.66333,19.840069,18.5351,18.17602,19.078444,22.630535,20.304388,23.088709,20.600214,19.525078,17.042166,16.603209,20.062138,19.1184,24.566185,19.304409,16.188343,20.672054,22.086473,21.941916,20.685911,21.75541,19.304512,16.821028,19.060843,17.47094,16.13325,18.336021,16.599697,17.192732,19.114803,19.034498,18.208204,16.784464,17.358654,21.548124,21.452032,19.49271,23.552338,20.05659,20.451565,19.291393,21.837118,18.410606,21.107994,19.642246,19.805822,18.655998,19.09408,17.834307,19.091356,17.415195,20.758259,21.209305,18.880238,18.499195,18.378347,23.532166,23.168,15.150596,16.63248,19.591423,19.993605,19.408276,19.761896,23.05876,21.443552,19.244972,19.752365,20.64714,19.915894,18.503887,19.22419,18.340723,19.129135,17.024843,21.324835,17.61212,18.892641,23.580404,20.493149,20.448195,21.59264,22.814295,18.481007,24.05596,22.911505,20.856062,23.210112,19.76495,22.983263,19.197052,17.948454,21.650822,20.62684,20.793926,21.409796,17.595383,23.748121,16.938019,18.917915,21.557554,22.57532,18.3255,16.775703,19.779985,18.097185,17.935213,12.698271,20.761858,20.423035,18.673544,20.32043,20.648043,20.225887,17.061598,18.555027,22.631657,20.059282,23.814085,20.224157,18.134354,20.480497,18.719109,20.526419,21.494806,18.312206,22.763748,18.169044,20.250277,23.741531,18.507126,23.208504,20.19526,20.944366,17.117342,20.66236,20.348337,26.070919,21.150127,23.04766,19.734545,21.719646,19.995968,21.41912,22.062475,22.480242,18.702723,16.038183,24.25757,20.617668,16.420689,14.45034,18.466381,20.822664,19.285028,21.571507,20.054922,18.113935,20.74852,20.475138,21.64437,19.924257,23.365181,18.362278,19.133728,19.129122,19.546246,18.898916,20.151304,19.920233,21.401741,18.687918,22.40351,20.540525,23.882154,19.600218,22.209774,17.891043,18.360205,17.024061,17.872189,20.836895,18.961966,17.20469,19.351725,17.198395,21.117199,18.063522,20.098835,18.917892,25.601393
S0032,24.791338,23.36952,23.00493,22.184412,24.951757,16.117071,22.721594,23.894192,21.399096,21.585844,19.769638,13.847393,21.036318,23.20987,24.170023,19.7024,23.845274,19.098114,19.786818,18.621716,22.342087,20.765247,18.00262,19.005968,19.510174,20.675465,20.75098,20.449188,19.081516,21.523102,18.978228,20.136602,20.072786,22.413877,19.675224,20.827816,22.58141,22.346727,20.767885,19.877888,17.842318,18.275253,20.483894,19.885845,22.197016,16.639719,23.70739,22.552502,16.976053,22.590334,24.744844,19.773764,20.634415,21.733232,21.581266,21.15595,23.36661,19.36487,21.924648,23.77039,20.232256,17.894659,20.14804,19.353876,17.507381,17.819942,22.560759,21.414959,22.783009,20.204573,21.184664,21.109509,22.50483,17.536137,20.057968,17.977104,25.910492,18.47702,22.147623,22.532602,18.282915,23.805582,18.367403,20.257042,22.004593,19.07463,21.926376,23.042236,20.918015,22.713202,19.284113,19.047585,20.83849,21.83663,18.408087,21.471771,19.267956,20.090319,20.553076,23.39957,22.608572,21.113781,16.576496,20.79326,20.534678,22.495644,20.37042,18.757286,22.728346,17.771221,19.00525,23.289639,17.94837,21.38203,22.873894,19.003975,19.487907,22.580801,21.657532,19.97812,17.098412,19.576267,22.25523,19.740784,20.214518,19.142284,15.277073,20.213747,21.863646,20.998575,22.388138,23.640663,20.780922,20.85377,21.088228,19.213509,19.451832,21.07557,20.986603,20.52945,17.420795,17.705107,20.461327,19.750048,23.095678,17.70781,18.491343,23.750654,19.528864,18.561014,14.97842,19.10844,18.397333,18.459192,21.09094,17.702621,19.469673,20.279913,21.527023,23.50572,19.02542,16.316685,22.668951,20.829054,24.220366,23.550117,22.041794,21.873432,17.667479,19.715963,18.356432,19.95148,22.141533,21.991232,18.209743,16.624924,20.451797,17.498869,17.73514,18.788124,19.319782,20.872253,22.0463,23.136951,19.317905,18.70318,21.084536,19.85098,22.600485,18.97718,20.195694,18.888996,23.030325,19.556635,19.511244,23.448376,20.293465,21.09789,21.980797,18.2118,20.613804,20.12844,21.312939,25.361443,17.897362,23.396343,21.810644,18.51767,21.542362,20.493374,21.005966,22.073458,24.666529,21.935328,18.483515,18.457197,19.62089,24.174393,19.459074,22.648191
S0033,25.270844,22.652098,20.9216,24.44842,23.369911,15.584072,22.160093,23.01646,22.18054,25.07648,22.74468,15.313726,15.850042,20.740469,22.93194,25.015991,23.60684,21.295292,21.00385,23.291397,18.019156,19.219715,17.016077,18.56258,22.65673,23.46992,22.457855,18.072731,21.207947,19.808125,21.781858,19.711649,18.406027,18.749184,18.620283,18.297743,14.921497,19.96131,20.841278,19.579378,17.769875,21.21633,15.216411,19.405254,20.385088,23.723457,23.433466,19.497337,20.632874,21.21278,20.703495,18.40437,18.657022,22.502554,20.963219,18.40661,21.840895,18.71977,24.279737,18.312988,20.954601,20.354357,21.515562,22.0156,20.420053,21.44322,22.124758,18.843435,19.760633,22.19589,21.791508,21.762033,20.581821,21.522377,23.584253,21.241978,20.951612,17.358753,22.747793,18.588951,19.001457,17.271194,16.855621,17.645445,20.306957,18.853144,22.606655,19.307247,18.244886,19.130451,17.748255,18.07244,19.02836,21.275621,18.067322,20.02724,15.757991,22.27712,19.321608,16.454964,22.252161,20.422832,19.432543,19.145802,18.868979,20.431597,15.675361,18.454773,21.52094,18.01217,17.409136,16.971647,17.372087,17.981697,19.624363,19.768202,19.807919,20.625166,21.891779,18.664665,19.268002,21.409845,20.023062,20.204372,19.25057,14.631172,16.677303,21.778069,21.416397,18.106676,22.418959,21.833067,16.593964,17.29714,18.999866,20.75509,18.369875,16.66118,20.56994,19.885225,20.434175,17.045124,20.610586,23.676207,21.85035,16.67599,19.773916,22.887213,20.090076,18.043991,17.835794,19.365585,20.697206,19.715929,20.53993,21.661676,20.678219,17.951138,23.131823,20.810078,19.170368,16.727575,23.607296,22.012863,20.848656,20.6136,21.794512,21.486174,22.90802,16.460455,20.516882,20.919289,21.238346,18.891706,16.823156,14.710003,18.031141,20.615753,18.6697,22.238161,22.62864,20.027245,18.018213,21.218588,22.490934,19.164524,20.594389,21.31133,21.363693,20.487019,20.319164,18.39154,21.31644,18.036129,22.732542,21.749115,21.265207,23.817867,13.843908,20.909988,21.68461,24.94006,17.563253,23.304533,15.633847,18.539383,19.476448,16.84204,20.391912,18.762627,20.566023,19.448503,19.175983,16.127558,15.05169,19.116367,21.214514,21.200085,20.74657,18.64914
S0034,27.790396,25.22659,22.054026,24.208107,24.696278,19.715101,25.08933,22.930895,20.582672,23.738409,23.580635,16.753296,19.941504,23.663813,21.520208,19.375109,25.868893,21.571972,18.101158,20.1378,17.131992,21.846746,17.164843,19.102095,22.779488,22.367441,20.12001,17.49397,20.97652,18.437565,19.847237,18.775358,19.324558,19.133596,20.721682,22.052341,21.331741,22.085249,19.034399,17.660645,19.426086,22.907192,19.96262,17.13611,20.102724,19.83168,17.6069,19.5584,19.211218,19.649626,18.485167,21.45747,18.754023,16.265179,17.884731,17.715742,19.308992,19.22306,19.868462,19.203594,19.858885,19.706215,19.274015,21.920605,16.538853,16.53544,18.641098,22.012762,20.094229,21.25824,22.434772,20.078691,19.084196,19.421507,18.424969,19.239855,20.224564,21.391634,20.768652,21.432083,17.431307,21.18834,17.25703,24.26694,23.914942,19.741562,20.65747,17.74641,21.463263,20.800362,19.640274,25.875786,18.79639,17.300001,18.075281,19.016533,18.409485,18.999214,18.790869,18.306688,22.923185,19.490906,22.653572,17.686077,21.61981,22.814137,23.577257,19.555481,22.563316,21.610872,21.812088,18.10123,20.123007,21.068846,21.97055,21.628748,18.258858,22.638689,21.648943,18.649967,23.850544,19.836676,20.724089,20.596619,17.794598,18.882078,18.718735,18.196695,18.147583,13.65423,20.081005,17.302336,16.715439,22.433554,21.06975,21.606747,19.897057,18.62163,21.889805,19.067451,19.286798,18.232525,19.149012,18.501211,22.939417,22.919579,20.598007,21.402796,19.28997,20.328028,20.742075,17.376684,21.139555,21.674185,21.494663,20.900063,21.085276,20.550062,20.214333,19.995697,21.065512,18.569702,19.64457,23.355177,18.829952,21.865868,21.313864,23.330345,17.894161,22.72489,20.360632,20.360094,20.64859,19.026093,19.235655,17.621523,20.3195,22.35223,21.316454,20.552317,17.548622,24.07264,21.331264,19.311863,17.018826,20.522478,19.064104,20.052717,19.679707,19.350998,20.60958,18.68282,21.840641,22.997988,19.77002,23.033863,22.908882,18.728031,21.326918,18.920963,20.374987,18.636436,20.072977,18.9579,17.611732,15.406665,21.704437,18.107841,20.303043,20.912025,19.611523,21.345964,19.45992,18.804977,22.00553,15.910933,15.974427,18.660175,21.979286,20.963848
S0035,24.79428,23.70933,24.457174,17.84396,25.697407,20.801012,24.85502,24.236593,20.763376,23.94666,17.554853,15.659894,22.731066,20.915155,22.41494,24.737398,16.586737,25.31025,22.296818,19.378601,19.187086,18.903107,20.664503,19.862934,17.984669,21.07465,18.67008,21.255665,21.29145,18.812592,21.128698,22.295887,17.447395,20.021484,18.087738,19.451279,22.467049,24.215614,23.345585,23.48047,20.044416,22.119928,20.778137,22.131678,20.792967,18.01003,21.299465,20.13019,21.222458,19.886587,22.366135,19.424671,22.413212,18.748854,22.496786,22.660906,18.268608,22.845453,23.677591,19.848614,21.792244,21.90101,17.018864,23.646866,21.728537,18.63566,23.420683,17.640596,20.111519,15.820498,21.19603,21.747093,22.183067,22.98777,18.210258,19.986624,22.173933,20.277925,18.943295,19.525805,18.710096,19.881384,22.827566,21.576313,22.148352,17.517216,22.299843,20.292255,17.081171,19.552233,20.792004,18.09395,23.438066,23.493782,19.752169,19.072529,19.25874,24.42088,20.714079,20.166609,19.234596,20.658937,20.858326,22.934612,18.615595,19.468496,23.048613,19.76974,17.058931,20.171648,18.967363,13.541633,17.003502,19.369146,19.87013,22.60894,20.82353,25.102266,17.731146,18.34702,18.156506,17.694496,25.195066,19.077045,15.488817,20.438963,16.65844,22.97276,24.585548,22.659771,16.398754,19.01069,16.779137,20.134089,18.375423,17.93408,21.906786,20.630617,23.06166,20.153385,21.16987,22.259197,19.171917,22.462938,17.474255,21.079683,18.830145,24.177986,21.590715,20.494242,18.73608,16.004786,23.341116,20.233747,23.619179,20.342108,21.514029,22.961964,17.973183,23.184605,16.16076,23.129093,16.99321,24.599476,20.568815,18.285482,20.946198,17.954355,17.856464,17.254295,19.925014,16.910746,22.516552,21.801592,22.556976,18.571022,15.938235,20.81127,19.478582,19.423384,18.246311,18.565123,22.009783,18.658497,22.135382,19.328281,22.046669,20.479609,20.379482,19.20464,19.608044,19.28899,22.932772,19.821722,19.742956,21.877686,21.401398,19.745071,19.246773,17.043306,21.483047,19.438007,19.464193,19.884098,17.966333,22.094818,19.534286,18.273058,20.721245,15.9686,19.502506,22.529648,23.67472,19.989777,22.28359,18.787018,23.471703,22.134182,21.58039,20.244528
S0036,28.256556,22.25799,21.482271,24.212372,22.380247,17.271618,24.851,18.743593,23.667887,24.961119,25.82959,16.652763,20.286085,23.369205,21.127748,22.281897,25.414955,23.866203,21.887651,25.42283,20.715425,20.349575,23.442324,20.369858,19.320213,18.676596,17.987045,20.97939,20.505081,17.477604,20.787933,17.793938,19.229282,23.887201,19.298832,19.44892,26.588943,19.125872,19.691147,18.133646,18.15825,23.992914,18.596895,19.66333,18.836962,16.815641,20.906136,22.792261,22.933277,19.373447,17.587288,19.130888,19.417744,20.364634,21.755743,22.668264,18.326557,19.807384,19.91945,17.966463,16.358046,18.295471,17.794056,20.429865,21.30601,19.538137,21.492744,20.799356,19.127087,23.759336,20.72572,17.659145,23.619658,17.760643,21.104239,21.486904,21.020718,21.50419,20.944504,22.75452,17.931658,18.207878,18.979465,22.382935,19.34221,24.37812,21.531609,20.060913,17.436895,19.213556,16.676588,23.779345,20.379267,19.65077,19.41461,16.014633,19.163048,19.749386,16.37049,16.5674,23.781862,19.714605,20.090038,17.72991,20.659643,20.730967,20.003418,19.429783,21.22541,20.526531,17.804916,19.884697,19.432892,21.20934,17.22726,20.217064,18.731249,21.303133,24.404444,17.609062,20.690369,17.185678,21.584194,22.084791,18.927198,22.532442,23.074318,21.098656,20.577463,22.806587,20.81799,17.610914,17.827969,20.854774,18.664154,22.943392,21.875275,21.492441,20.447386,20.317722,21.449305,19.562584,22.348036,19.393057,22.776358,19.052256,21.895084,23.093157,22.295952,19.097342,16.451315,18.23277,18.965078,22.458853,21.55648,19.711016,19.276192,20.813183,18.066545,20.213478,20.888733,19.705175,22.262642,19.000986,20.340595,22.289461,21.050488,18.36369,20.41926,16.276901,21.793043,18.058372,19.891,16.677706,18.949184,17.730347,17.015366,19.594414,16.632023,19.7009,25.31553,17.047485,19.350954,20.037537,21.040451,16.546349,20.368364,19.287502,18.94124,22.17173,19.233616,20.360336,17.27869,21.328087,21.042679,23.273489,21.53972,18.274889,21.041647,18.046244,17.845867,22.26694,14.822909,23.499975,17.281378,18.030743,21.991156,17.028648,20.865095,20.602089,17.220148,19.882242,20.067139,18.005346,24.704473,22.196568,19.887093,21.870728,19.785637,21.187433
S0037,24.020712,24.403013,24.195738,23.388317,22.979195,15.437723,23.469986,22.69507,20.281385,23.334177,18.654099,16.375032,19.552347,25.3023,22.553427,25.064234,21.143757,22.1263,22.866735,23.487167,18.729406,21.616726,18.237028,19.056417,19.01627,16.558153,22.750334,18.743244,21.191853,18.47787,21.857008,18.137411,20.756414,23.05027,19.676397,20.69081,20.203972,18.745285,20.10537,19.50598,21.35841,19.390116,20.460772,19.763258,18.843283,19.104155,17.858557,22.531261,23.229242,22.872583,20.260279,17.612125,20.731571,21.137453,17.800922,20.689842,18.912783,20.673363,18.639812,19.324087,21.97377,22.231276,19.601736,22.405437,21.170368,23.986763,18.902529,24.590254,17.497126,16.626026,19.392212,20.377003,23.194586,22.30181,18.429008,20.561935,19.550533,21.70478,21.839718,20.199257,18.094984,20.059835,20.340578,23.248621,23.154264,19.705643,21.200443,18.527733,18.784359,20.974699,18.905474,17.217117,18.003708,19.388319,19.223053,17.066807,20.251062,18.860252,22.365223,12.237039,19.295946,16.432236,21.735052,20.641317,20.204174,16.57085,15.840079,14.870777,18.685091,19.811659,20.790274,19.380232,23.370607,19.77862,22.116251,17.052608,22.59113,23.139387,22.571943,19.778486,16.776966,24.694897,21.15419,18.798382,20.199095,17.7154,23.042822,19.080734,22.043608,19.865076,21.303703,18.90327,19.079372,25.88371,19.756588,23.57657,22.169476,18.784628,13.498784,18.163017,20.727697,20.84765,21.7062,22.398815,16.373466,19.631458,18.641575,21.135792,19.688208,19.833336,19.992718,22.002867,18.789438,19.460516,18.76518,19.729998,20.051481,17.246716,20.25996,20.713066,19.466045,24.780813,18.296362,17.93402,21.147093,21.665834,21.511196,19.933697,17.49633,21.77545,18.934319,17.74108,18.672956,20.577164,21.775753,17.730839,20.732836,18.689463,20.411776,19.72033,20.014767,19.993368,15.943876,23.394981,22.504875,16.347282,19.6093,21.736507,17.773447,19.644505,22.040218,24.553837,18.052938,23.638268,20.874636,19.595627,22.969866,24.175459,19.909378,20.483065,19.459078,21.15903,21.065075,20.937208,20.209934,21.537222,22.688427,19.83821,19.804302,20.174324,18.892902,21.377028,20.742004,27.963547,25.79753,22.444042,20.773075,18.820324,21.3813,26.371935
S0038,24.640907,21.448494,24.20602,22.885296,24.591085,17.625774,27.168383,23.723555,19.596827,22.954975,19.352472,13.612217,19.750378,20.841066,23.442295,25.566536,20.775423,20.354733,20.535664,23.88998,21.33587,20.41952,21.517427,17.846039,20.397743,16.222734,19.2121,24.47161,22.557444,23.235699,22.301336,17.66882,21.574205,18.311327,18.32135,16.949295,19.768723,20.143347,20.422182,19.701193,17.77374,18.599182,19.63176,22.323872,20.618639,21.80026,20.942394,24.508787,19.004482,20.85084,19.45067,21.566612,19.274145,18.192438,20.868196,22.597128,22.618927,17.3803,17.222778,19.272114,18.271013,18.5093,19.342276,18.896704,20.302565,18.079132,17.94301,17.922905,19.660532,19.793522,19.308863,16.694103,20.405296,18.993341,19.044487,18.45799,21.308743,20.343416,21.915073,22.177797,21.068403,22.067783,17.027039,20.00854,19.388973,17.117516,22.506927,20.718832,21.14946,17.038128,19.44863,23.233984,22.277176,20.867481,24.493435,17.334293,24.32573,21.953619,17.9012,18.349688,22.2011,20.716557,22.374758,19.236242,19.41985,21.412569,20.892754,17.799683,15.760775,20.236721,15.252873,18.69765,17.485554,20.407932,20.603872,19.69347,20.289196,18.24505,19.153265,20.898397,21.197128,22.688696,17.488527,21.273306,18.81401,17.443727,17.608025,19.247461,19.56026,18.452953,21.38213,17.896294,19.676125,20.558622,20.191881,16.387562,15.338925,18.956121,20.316761,17.510937,19.123554,21.083103,21.827314,19.256802,20.003422,22.7508,21.539295,20.836933,19.898878,20.68015,22.081394,19.297981,17.844692,20.182072,24.202393,21.399227,22.436787,20.482368,18.686085,18.611734,17.673244,23.91892,21.773897,22.275007,16.799334,22.954145,20.534761,18.957369,17.288717,21.83603,18.22655,18.667711,21.43375,21.422886,19.209373,16.768692,19.68449,22.499535,21.39794,17.985762,21.494663,22.759607,20.138458,18.785603,18.639479,19.485226,19.425095,21.00389,15.704145,18.411013,22.153446,23.259266,21.104353,23.464556,21.576996,18.478294,20.473925,19.436884,21.221123,21.411144,18.115614,23.272678,19.975267,21.247398,21.036177,18.147812,21.977865,19.435753,21.516506,21.306217,20.55629,19.242401,23.74487,18.323929,20.23713,21.386732,19.99035,20.32658,22.884266,17.550346
S0039,26.018835,23.444818,25.962805,19.707205,21.583178,15.579197,25.583475,21.003014,21.476507,22.182148,20.653147,19.107271,15.346017,25.091438,23.039726,26.535358,21.94962,19.807419,22.281206,22.935717,17.676365,18.481043,20.17669,21.982792,20.918663,20.146505,21.43474,20.031855,16.525436,17.115582,19.826132,15.887394,21.292383,15.589943,17.498539,22.39849,17.635313,17.265936,18.72726,25.298397,15.2897415,22.758266,17.865133,17.12715,20.489223,20.44378,22.41027,18.040564,19.542051,19.63965,21.129305,20.65196,20.51451,16.596588,19.420084,17.636938,21.915285,19.764912,21.71178,18.835873,22.317572,19.110361,18.752966,22.19971,19.781157,19.466537,18.504194,16.80239,20.643494,23.038818,21.393375,18.218992,22.821278,18.97336,20.243563,22.994661,18.845764,17.941446,20.161636,19.790861,20.118912,16.812729,23.753498,18.173178,22.050325,22.408447,19.07325,16.8995,17.866957,18.501339,21.24072,19.236698,18.681976,19.938103,19.296284,24.987045,19.405048,18.980377,19.427774,16.478035,18.399315,15.680418,16.42777,21.687428,21.089771,20.7351,14.043153,24.445107,19.513405,15.625475,21.490309,21.21051,22.716362,17.603685,21.014202,18.192993,22.620451,20.56881,20.838425,22.13147,19.079432,21.750904,20.51016,18.560528,16.299706,18.46013,23.590498,20.130596,18.341667,20.285732,18.017275,21.650463,17.210201,22.863567,19.900663,19.191257,15.592559,21.116375,19.659433,18.875437,22.39119,24.732754,19.567081,17.784763,19.553173,20.822748,21.315334,20.954102,21.403973,18.514029,24.929441,21.127455,20.182692,22.162601,18.275738,23.700848,23.759846,19.010519,21.699825,19.292938,21.388737,16.66123,21.455544,19.843763,19.92228,21.94548,19.305803,18.990223,18.167973,23.836063,18.973362,19.384695,20.923817,22.230902,24.401775,19.413733,16.580236,21.12747,18.041864,20.768864,19.719316,21.08574,21.343885,21.003202,23.381037,19.216019,20.507572,21.461142,17.076889,14.945162,17.11391,17.969742,22.14676,16.068127,15.044227,21.678602,19.334593,20.670439,18.040594,23.688116,20.45705,20.698017,14.017768,22.296225,16.860216,20.700644,18.496965,19.215155,20.232513,22.589828,18.996351,22.564167,18.979794,19.329672,22.370632,22.178856,26.220434,17.917664,19.880432,22.600746
S0040,22.140476,21.72122,21.828127,23.91655,21.705774,15.389041,26.11869,21.351856,23.916136,23.563742,21.932474,16.60339,19.333607,24.905128,23.061487,21.464289,25.171394,18.177677,21.978941,23.719223,19.209066,22.347527,15.967316,18.712757,17.692093,20.348778,26.071527,21.500086,19.688145,18.39869,19.205236,18.483652,21.077076,18.63214,14.092069,21.14944,21.185957,21.978083,22.504816,19.143091,19.53153,20.96167,22.05123,23.99605,17.314585,17.600796,21.094028,15.135923,18.110199,23.764475,19.495943,17.976084,21.15224,18.794834,20.685165,21.52902,19.992128,18.309343,22.480959,20.070024,18.086054,17.839577,20.33378,17.690233,18.916124,18.58561,17.645908,20.641558,18.28599,20.83069,24.39729,21.876154,23.137089,22.56932,17.390715,22.960974,21.97265,21.104073,21.326685,18.849958,17.13226,21.905346,19.599962,21.447828,21.420527,19.905293,20.170773,22.829248,23.73876,21.996866,19.528893,21.43973,18.424662,18.611246,24.112776,21.994972,18.997557,20.954695,21.764198,19.501087,17.616537,18.287321,20.288132,20.164524,20.900177,20.278078,21.997961,17.035715,22.670527,22.208717,20.185362,17.545835,20.731703,22.779917,18.534168,22.991167,20.887238,16.963593,21.837383,16.522213,15.289242,19.425398,24.299416,18.230734,18.463634,16.282042,18.045649,18.047739,16.240154,21.159037,22.544428,18.57752,17.639309,18.635336,19.479555,17.120554,16.654253,19.950016,19.650301,20.889246,17.535091,22.56783,17.941723,19.283087,22.325708,18.370802,20.291412,20.211489,18.775467,19.522722,20.855844,19.748505,23.228886,21.036253,18.252806,18.974037,19.00689,21.277166,25.07982,19.419588,23.619675,19.466312,22.552736,23.879683,22.227798,22.696676,22.100214,25.046095,19.576378,17.374357,20.22751,21.7077,22.75702,20.05861,16.979021,19.094715,19.720028,22.433933,19.825615,21.515814,19.03603,22.721949,20.55757,17.388453,20.560925,21.15533,20.427269,20.905556,19.913939,22.82801,16.807941,21.687538,20.467596,17.38067,20.823296,22.186327,19.670013,20.6125,23.53787,17.12044,20.001911,19.444794,19.743347,24.956573,18.11923,20.141636,21.902924,17.828426,19.14799,21.203407,19.114992,20.79559,18.033997,20.262913,22.346642,17.454023,17.434278,20.543175,19.716057,22.47888
