gene,baseMean,log2FoldChange,pvalue,padj,-log10padj
GENE00043,921.9533360539735,0.8460239662692859,0.005727954511293889,0.13268952117916633,0.8771633730945538
GENE00044,138.33379106146737,0.19512041542264463,0.5603199250105318,0.9021617574387898,0.04471558655477876
GENE00045,1802.4948469638969,0.6130167078428536,0.04567375127380515,0.419178913993289,0.37760057184179735
GENE00046,47.33926385018228,0.0850676350173121,0.8182552770588324,0.9680128018232746,0.014118899174619951
GENE00047,312.0843032896442,-0.04027829176265014,0.8189121726973576,0.9681119700063564,0.014074410105158027
GENE00048,402.3875851135899,0.44596327547263814,0.10687587161839368,0.5723377910848991,0.24234757696812156
GENE00049,47.82195702375804,-0.34530710004803555,0.4957072024800443,0.8792402348451743,0.05589244641324489
GENE00050,73.6238510152165,0.37021560424936145,0.10161527152935956,0.565672860707401,0.24743465691055982
GENE00051,35.20554889113163,-0.3242158054267498,0.3549634265612718,0.8077826261665515,0.09270549189534302
GENE00052,233.6825333233021,0.3640873453041943,0.14173240256117606,0.6236728607082856,0.20504315397849118
GENE00053,296.24651692292315,-0.7534154815844814,0.03253163346479542,0.36139561193939446,0.44201712494076695
GENE00054,61.61857283744832,0.05275905952207714,0.6920181686452989,0.9372475056145627,0.028145706733856562
GENE00055,137.153645391478,-0.0530781435922427,0.9215814369564245,0.9862828181059374,0.005998532593487912
GENE00056,27.245757457900964,0.15974573091181854,0.4878536969369569,0.8766855279570324,0.05715616258023415
GENE00057,33.18392320318311,0.7245612582712609,0.03482994050259646,0.3745178923364187,0.4265274293467421
GENE00058,3.0095445043295364,-0.06706362911335358,0.8733066717956445,0.9792868921529093,0.009090058527469485
GENE00059,13.741802444804353,0.37784921770164154,0.8518632634424737,0.9753096057450189,0.010857498432101039
GENE00060,27.22843167276228,0.14029856703105864,0.9541307949670652,0.9913035264106485,0.0037933488827453237
GENE00061,100.96047979305857,-0.014570709323724538,0.9818933166964431,0.9973474672255536,0.0011535108869599577
GENE00062,1538.1069909730454,0.08664624410663255,0.7921094818989445,0.9629287134144823,0.01640586294469969
GENE00063,139.34368647936748,-0.2321925982707194,0.518396570208708,0.8857532399400967,0.052687250413885084
GENE00064,110.41743673882158,-0.4267853508291911,0.14640981753976642,0.6307899993544839,0.2001152006627163
GENE00065,184.1281216345899,-0.09051310547999544,0.7296863251118152,0.9474828383559172,0.023428647613003166
GENE00066,7.648211988718858,0.5242458525992849,0.5594735373123038,0.9021088257691772,0.04474106824499887
GENE00067,96.48919504263506,-0.09918138022257587,0.6581511162832481,0.9319028448247445,0.030629362491386435
GENE00068,18.219323064452045,0.04911402530431857,0.975755340615369,0.9955567653255122,0.0019339720355840732
GENE00069,21.07484409762425,-0.18622612833199043,0.39115255598922394,0.829884728379487,0.08098222726893926
GENE00070,3005.194290646743,0.12652861960985431,0.6837563746064239,0.9365356079410702,0.028475705701097326
GENE00071,1782.4030107243207,-0.8124646194128712,0.01137319047069782,0.20221722889477292,0.6941818453069885
GENE00072,433.0188591162937,-0.16676999867238407,0.6404268492686054,0.9272983961494919,0.03278049136987186
GENE00073,212.85340637436352,-0.460660954393067,0.06311158611268713,0.4767647840248782,0.3216958310121608
GENE00074,204.80122393952522,0.02019175207632865,0.6888880633084079,0.9372357289194144,0.028151163761824378
GENE00075,17.826643512355524,0.2421374702115208,0.9911143092935647,0.9989806703632392,0.0004429150130551658
GENE00076,7.48279810939993,-0.6600605847798012,0.10697357824531913,0.5723649660165788,0.24232695690268782
GENE00077,224.3291663022617,-0.07740348664714188,0.6951065074226419,0.9387532563233583,0.027448543515537636
GENE00078,42.48526362927031,0.5982548972812683,0.172591531201227,0.6652252816367666,0.17703125394034253
GENE00079,21.32083989881943,-0.5686377464627291,0.3529083851512752,0.8066322512396371,0.09332441776678788
GENE00080,76.03931863004749,-0.010847504502143359,0.9095450999174075,0.9843569218217486,0.0068474004796672235
GENE00081,80.6500486406183,-0.05586786735784103,0.7524665631310087,0.9519560083396553,0.02138312070877904
GENE00082,127.34442470141211,0.3455112506710643,0.18126944088172758,0.6757644837680035,0.17020463722655707
GENE00083,24.57144446835322,-0.4743631264008533,0.15389283561246728,0.6411627042510465,0.19303174802882656
GENE00084,92.57347090046261,0.224786348811575,0.40423148441332735,0.8370129283190044,0.07726783393715579
GENE00085,8.705860592458592,-0.281955803930098,0.5084622598134937,0.8831679573639367,0.0539566961733798
GENE00086,828.3043020413282,0.6113300272997728,0.10110866980535468,0.565421997615362,0.24762729938889916
GENE00087,1477.008525308563,0.5175268521885041,0.09535602462385069,0.5554356560921919,0.2553662442345939
GENE00088,13.083945025756128,-0.12489680328385176,0.6026873949294838,0.915789850879551,0.038204173793068126
GENE00089,236.94241976619844,0.11538847680076811,0.500692501805359,0.8808150304646307,0.05511528305520282
GENE00090,58.010551868637634,-0.3132287477616058,0.4895045474355231,0.8771101440147689,0.05694586623003455
GENE00091,117.83249356295265,0.0016552444345105033,0.8710397485790361,0.9792371410505701,0.009112122723622152
GENE00092,187.45342815704282,1.4724090705902495,4.187313199108133e-05,0.00418409030024702,2.3783989511781134
GENE00093,785.2492822568813,-0.3228305444014734,0.33753715049498656,0.798652759805998,0.09764200326294725
GENE00094,212.97212066808663,-0.04664496963307525,0.8216963948097276,0.9687463952751616,0.013789900501136517
GENE00095,13.598661376508916,0.24773697078534695,0.7092384796062607,0.9414457012362624,0.026204723266540324
GENE00096,101.46174301172667,0.22238289306797399,0.6018008005916167,0.915091398222585,0.038535526959369355
GENE00097,111.20557678610638,-0.22673108641662554,0.705901114586351,0.9410955087986946,0.02636629916637558
GENE00098,19.685791036692134,0.29994653128491455,0.2845344565423851,0.7654518945603483,0.116082097693952
GENE00099,117.43104526058914,-0.6972106881163209,0.09213457665692235,0.5503667387181375,0.2593478204623361
GENE00100,55.97034334876653,-0.6894934375447055,0.020710712187561323,0.28644685759785093,0.5429559377201776
GENE00101,989.53293168136,0.12632471022328678,0.664339065563494,0.9329438979859358,0.030144471502908554
GENE00102,53.90796500686868,-0.4142989094704644,0.12029765931764815,0.5920247886540954,0.22766010856373273
GENE00103,182.12221975202243,0.15324288710829306,0.5635418961799624,0.9027394770844567,0.0444375652891608
GENE00104,1.463809386403633,-1.5755976199674113,0.33406389126585545,0.7963005763034408,0.09892296996341782
GENE00105,5.287511056906972,-0.04237188008347867,0.7078602205453424,0.9411424485865416,0.0263446380466772
GENE00106,135.83064833992137,-0.35313276400142407,0.1754469804577583,0.668912110255564,0.17463094133312496
GENE00107,113.33786111345165,0.0708429207579661,0.6685437167057494,0.9334518359796451,0.029908085757647147
GENE00108,450.08144990578097,0.2343554992794109,0.5375129124178233,0.8925385441279748,0.04937301987611906
GENE00109,11.54730670858095,0.03795221242838681,0.9242299695389058,0.9868266901046059,0.005759112923284529
GENE00110,40.50729944787342,-0.9520187417292075,0.015091862884074967,0.24337866957761722,0.6137174872837432
GENE00111,1.6271466211210737,1.162310626515149,0.2509895957059369,0.7397954373728961,0.13088835148762207
GENE00112,20.4864557969129,0.4482600878692258,0.055654382213488,0.455331784552572,0.3416720325954128
GENE00113,41.00945381457913,-0.7196032178232552,0.12316136480494527,0.5953763132283579,0.2252084475509803
GENE00114,67.43995323353606,0.04124754967080142,0.8039067562999913,0.9649305514228087,0.015503942841919399
GENE00115,40.562215779369296,0.26429744294209045,0.44922271330906893,0.8590135195590956,0.06600000098399782
GENE00116,508.8983255653687,-0.21897250249411562,0.7607607221676314,0.9538339899049736,0.020527205528539025
GENE00117,6.430054599923505,0.5807548452680464,0.4751793173608897,0.8705673520823293,0.06019762373542359
GENE00118,7.890631403128689,0.305533422413626,0.28688845276314817,0.7674672750768186,0.11494013383977975
GENE00119,174.19348037111436,-0.22795139915107523,0.3077583152479125,0.7818469183201491,0.10687827128399698
GENE00120,48.70856458011286,-0.4510277804628307,0.5715024219345245,0.9049341017374136,0.04338304542885762
GENE00121,911.3178288780732,-0.3072959847982042,0.2534775301534795,0.7420685219341069,0.12955599051088657
GENE00122,311.5055786743767,0.2609384427800219,0.31244553570455996,0.7841171100093189,0.10561906941686602
GENE00123,170.88942993409802,-0.4977475944626751,0.18479736613256612,0.6785516123350033,0.16841711322193056
GENE00124,3.983443905215254,-0.26645901727694826,0.49739887210634737,0.8797772129359728,0.05562729085236615
GENE00125,31.654900373531888,-0.5743246580773519,0.28016757040978824,0.7629821878820372,0.11748560070152593
GENE00126,161.02969866903692,0.6292967274759319,0.040988249149271426,0.40025401826736046,0.39766429937722836
GENE00127,29.54755981653695,-0.3087149457900788,0.532546754698107,0.8905352196669837,0.050348900002469846
GENE00128,155.08157947430536,-0.32129736202627224,0.1776419463519249,0.6721653712293666,0.17252386537351552
GENE00129,129.69816620834573,-0.0664247738330215,0.7635701108352348,0.9548859511055584,0.020048496231243714
GENE00130,16.193069657632538,0.010867914334806555,0.9568524431750016,0.9921132306869157,0.003438758635957283
GENE00131,15.702448870871443,-1.0112157689549925,0.0869889167033986,0.5380586277556018,0.26917040031220035
GENE00132,554.0824353387586,-0.01714379930558851,0.973365685608782,0.9951519764191691,0.002110590128524458
GENE00133,91.32774374329482,0.37420080688755036,0.15466095730100093,0.6425640330970117,0.1920835873195994
GENE00134,130.74056487970154,0.65210201747572,0.07412433438634172,0.5050770196706197,0.2966423908566513
GENE00135,468.145141700586,0.17314600222357784,0.719605073268937,0.9454373587460272,0.024367240644604205
GENE00136,1942.1200196962789,-0.2655001616018319,0.3108571327691801,0.7830365388822068,0.10621797195907827
GENE00137,0.16326711585667567,0.0,1.0,1.0,-0.0
GENE00138,1049.1116182903015,-0.12235892731993177,0.7752477322149588,0.958658015504026,0.018336292169960952
GENE00139,614.8415743679409,0.6964348199230362,0.025246363803043355,0.3192114342326364,0.49592156050677433
GENE00140,51.50091987405749,0.14567253198600275,0.5298058806819811,0.8892080800574463,0.05099659960730364
GENE00141,725.1189107516084,-0.33688826515211734,0.24590358588459715,0.736095504190025,0.13306583477675135
GENE00142,104.36285821611862,0.8522562652766472,0.00238865091050236,0.07421274081439691,1.1295215288128069
GENE00143,1683.259575515995,0.19290554898397078,0.182473462148667,0.6763538009361347,0.1698260650064906
GENE00144,2402.0697732709923,2.6503883638475596,2.0523866843249033e-07,0.00018809460982965819,3.7256236497169106
GENE00145,200.58921528034077,0.45059692201916884,0.1733135558209584,0.6664538809375581,0.17622989868422867
GENE00146,37.421725074443536,-0.4880920181981047,0.31173611930360823,0.7835259124263296,0.1059466361607029
GENE00147,123.68785323343744,0.3647063043638077,0.12467685017648872,0.5982582769225999,0.22311128419476522
GENE00148,14.55793140916429,0.551000972243693,0.0780991085908453,0.5161893135922224,0.28719099067934384
GENE00149,25.117827380641778,0.6181532945404217,0.0796316660048236,0.5197712515279758,0.28418774493511595
GENE00150,128.84728209350786,0.01627813766878203,0.9909632758969071,0.9989806703632392,0.0004429150130551658
GENE00151,76.0869956188491,0.025740600334283964,0.8559915685106989,0.9766249677608093,0.01027217701878388
GENE00152,37.49008168940113,0.6195707688435239,0.1528789510014462,0.6401222226005835,0.19373709549554
GENE00153,1404.0816914025268,0.0870272443288616,0.9963340730969048,0.9997210090081408,0.0001211811532763875
GENE00154,39.80021882159337,0.7322026182089728,0.16647200465780881,0.656796493456392,0.18256917451925617
GENE00155,90.29561484051706,0.43453413946640507,0.04526798073703518,0.41688000577262224,0.37998893382753124
GENE00156,71.09880388668162,-0.08660269944134999,0.7775519710147424,0.9589432498502266,0.018207093565688098
GENE00157,3.1613588665442833,-0.19227528780290076,0.9537295134144643,0.9913035264106485,0.0037933488827453237
GENE00158,9984.35340685575,0.007962420341744395,0.6870188560787539,0.9372357289194144,0.028151163761824378
GENE00159,33.108808042421344,-0.29098226772679525,0.6455570516493039,0.9291692898572407,0.03190515258030653
GENE00160,289.74676444663714,0.011413919530620608,0.8692079013225874,0.9792371410505701,0.009112122723622152
GENE00161,2.195331334191065,-1.4138144315394787,0.25544096933364435,0.7423301124044708,0.1294029220610167
GENE00162,69.59803683069617,0.31973527995704704,0.2836091682668211,0.7648915625492627,0.11640012971505485
GENE00163,3.4992679062876366,-0.6568574248998915,0.1110316417028538,0.5773405165165013,0.23856796357862553
GENE00164,36.02565440416919,-0.02459272754468941,0.989066833345351,0.9989806703632392,0.0004429150130551658
GENE00165,843.711453156264,0.14375157259413615,0.5203569685694189,0.8857532399400967,0.052687250413885084
GENE00166,836.0224257041889,1.668113925061033,5.7020757044803296e-05,0.005224369655002613,2.281966101746734
GENE00167,221.37809782680011,-0.014413055310913228,0.8632604497279653,0.9779989663365559,0.009661604225248399
GENE00168,252.5782320914849,-0.08703717147087105,0.712816508383439,0.9430291828395715,0.025474867442854952
GENE00169,3.2582845427290468,0.25146649677368443,0.8507688282394719,0.9750762359833405,0.010961427816795384
GENE00170,10.500605338686997,-0.23825580622742606,0.8856409475257602,0.9805822532955627,0.00851597093641661
GENE00171,245.0874622484557,0.38726511668462976,0.4660870325909581,0.8655237358396104,0.06272101767556768
GENE00172,968.577631421952,0.23597886443214805,0.5195251526594884,0.8857532399400967,0.052687250413885084
GENE00173,188.43679921060522,-0.5120435979654819,0.08602683186120885,0.5359755005287393,0.2708550614795276
GENE00174,229.27378447868432,-0.007018850401743731,0.979715308371347,0.9973474672255536,0.0011535108869599577
GENE00175,161.28678189820258,-1.6807857861605473,0.0009615461046120307,0.03899108754451292,1.409034651244592
GENE00176,388.17139693225784,0.4537175623281893,0.3159510056859629,0.7872062391793906,0.10391147246487169
GENE00177,230.26556197603423,0.39024789693278145,0.10208149221848418,0.566434290527771,0.24685046341112757
GENE00178,12.526471047204325,0.6967865198567662,0.061667072153238515,0.4729221658275117,0.325210330156756
GENE00179,598.7365466982251,0.3208087707461349,0.18901155876940662,0.6825697688925768,0.16585295059280117
GENE00180,18.695832548381283,-0.04962080848572392,0.9909444655272948,0.9989806703632392,0.0004429150130551658
GENE00181,6.674402115575374,-0.13325819202317066,0.945435853908665,0.9900203006119124,0.004355899995035436
GENE00182,101.04276328192825,-0.34673616788855327,0.17347561170140874,0.6664538809375581,0.17622989868422867
GENE00183,7.885194405756286,-0.1419790733715559,0.45429172263094286,0.8610929274466178,0.0649499778151792
GENE00184,9.844268683971835,0.11077095649481737,0.6335348667069997,0.9252783780043353,0.03372758634990505
GENE00185,91.31412798674951,0.12244218774570013,0.5730220539892671,0.9052775167163772,0.043218265542754104
GENE00186,18.38656468604468,0.0959679501338265,0.40667678578189015,0.8383837104222748,0.0765571685073497
GENE00187,16.03000826335943,-0.3593037511910561,0.2779718500576235,0.7626563106708653,0.11767113177835262
GENE00188,229.46142897472208,-0.2842891261598347,0.47438874129735853,0.8703858631553089,0.06028817141829888
GENE00189,663.7434416474821,0.4389502584187986,0.059307758085782376,0.46600742124214006,0.3316071670463802
GENE00190,303.5165277028188,-0.11755274503301853,0.9484702680892931,0.9906652213908724,0.004073083220384634
GENE00191,488.1798764216154,0.36490741157428586,0.1705290177466617,0.6630491752649809,0.17845426080450286
GENE00192,6.756481640133634,0.48700726773206365,0.1453984933260666,0.6300598530758449,0.20061819241011553
GENE00193,286.31366815451963,-0.07651698426412698,0.6321959569868278,0.9246831382197306,0.03400706174495193
GENE00194,77.95214746564062,-0.10496007933383295,0.8975500734564499,0.9827835908172337,0.007542103389577012
GENE00195,31.811544884798764,0.23908602143337104,0.3452268412188605,0.8014888445892409,0.09610251793497833
GENE00196,43.699366986158736,-0.04920023315078432,0.6130775589693438,0.9189988147241916,0.03668504874345898
GENE00197,49.07857738004684,-0.3613264352591967,0.7074101452178798,0.9411424485865416,0.0263446380466772
GENE00198,13.026845655142328,-0.42025593885395207,0.26097580572589135,0.7470363417604761,0.1266582701496273
GENE00199,2.684335925515266,-0.075839720400691,0.912423771297013,0.984676618161142,0.006706374586015383
GENE00200,163.69508521460062,0.10555303105237696,0.6715559685523484,0.9335378342483075,0.02986807635196557
GENE00201,174.08128334439965,0.5525738911740836,0.02232610582319028,0.29852390553523606,0.5250208852169022
GENE00202,1021.4902128417815,0.1918685141026648,0.35244723978143533,0.8064321527020977,0.09343216509655806
GENE00203,737.4983915179012,-0.27845371011711006,0.4581565564273202,0.8625398537443112,0.0642208291690461
GENE00204,112.57038095086062,0.1907706596351519,0.7681182540314652,0.9563783166224386,0.019370278936413132
GENE00205,430.9470025446096,0.10297103745253286,0.8260584506477904,0.9700205399923931,0.013219069536940615
GENE00206,1359.113498283867,-0.30946444175741095,0.24448576039505654,0.7347456842675929,0.13386295619685967
GENE00207,31.06376694284485,0.600640055933608,0.21878972760127008,0.7108060896251674,0.1482488601586913
GENE00208,39.104828626508535,-0.8905703012109167,0.05137850549054667,0.43767310744723276,0.3588501375223144
GENE00209,137.1690731144414,-0.10351185915322077,0.54508109397375,0.8960288058730824,0.047678028250115745
GENE00210,10.093955794185677,-0.8203297847738011,0.173539244619035,0.6664538809375581,0.17622989868422867
GENE00211,13.97529021382744,0.29117070076725227,0.5160969090399107,0.8851381510627897,0.05298893996683435
GENE00212,335.9063861140528,-0.3448081540149099,0.4496946575933798,0.8590135195590956,0.06600000098399782
GENE00213,37.33127925940013,0.0032690991041802934,0.8716501369067327,0.9792371410505701,0.009112122723622152
GENE00214,216.16774703716982,0.020124370335566404,0.9206994405518412,0.9860433348376071,0.0061039981751311225
GENE00215,66.38080868563135,0.5097713560155482,0.0502588407189187,0.43510882348978946,0.36140210964207437
GENE00216,838.8260237482093,-0.058413732494574426,0.9984146287422194,0.9998468495761187,6.651747771277463e-05
GENE00217,130.15086990407303,-0.9547156800186114,0.00911831361732518,0.17831635118664038,0.7488088312243226
GENE00218,117.25791615129691,0.11479045774546268,0.7956690792847148,0.9640787934646412,0.01588747007175911
GENE00219,54.43086468344785,0.23308151945953703,0.6003610826042569,0.9147876017032835,0.038679730104136376
GENE00220,12.695065736999815,0.141214989510853,0.9148385072419712,0.9852690225279281,0.006445171484780479
GENE00221,5.779120251930218,-0.11428010858298569,0.8335188851528033,0.9722294678172445,0.012231219800794916
GENE00222,11709.75412218178,0.14082622276430387,0.3968724748942928,0.8328976835621298,0.07940834576437347
GENE00223,128.8770597265135,0.18209477645036484,0.409324044404482,0.8398677001003035,0.07578912065432568
GENE00224,511.9592715558995,-0.6645239617766479,0.044984256412746025,0.4157180921211001,0.381201074513796
GENE00225,22.539679750102984,0.23197944788328997,0.5376566646028362,0.8925385441279748,0.04937301987611906
GENE00226,206.9589652406787,0.13253631419748013,0.3457968226133329,0.8014888445892409,0.09610251793497833
GENE00227,177.3272132921637,0.1030734962027062,0.5932570388830041,0.9123524506249249,0.03983735707505411
GENE00228,20.636510319161218,0.21919749484641776,0.5547532890767413,0.8997356383693947,0.04588507685254693
GENE00229,4529.080033349636,0.47291926587467636,0.10516674086374868,0.5699531819134406,0.24416081743580825
GENE00230,1090.1656310525866,0.07685441475204627,0.8931449723894731,0.9813612089080122,0.008171112740013574
GENE00231,56.75518396820143,-0.5100801870334806,0.1503334075627953,0.6374997432637192,0.19551998579467
GENE00232,552.0559133677433,0.19600334361940494,0.5049539889715744,0.8831615162486113,0.05395986357887798
GENE00233,750.7674551803567,0.3193601962694237,0.1256925224816079,0.6004995568447155,0.22148730876060174
GENE00234,290.42549510764707,0.4100049900787766,0.2756040394104279,0.760726641821916,0.11877137381513063
GENE00235,221.0494664092492,-0.16491540975375424,0.494609118081178,0.8786884201127004,0.056165096956304915
GENE00236,118.3602424680465,0.6752353367716557,0.017253246204498834,0.26148552302288974,0.5825523505646449
GENE00237,101.10077399263436,0.3387726063577314,0.45306084132083324,0.860684302071004,0.06515611801274272
GENE00238,5.619458249754707,0.3463103771467889,0.8477283976104077,0.9750762359833405,0.010961427816795384
GENE00239,36.046468036679265,-0.14887911044444235,0.4485640011085764,0.8590135195590956,0.06600000098399782
GENE00240,202.83308039946468,0.5623461887025633,0.1346066656914196,0.6148607731183875,0.21122321318668502
GENE00241,78.76659503869453,0.7507696158690291,0.09026596583709348,0.5454824757719783,0.2632191970422366
GENE00242,502.06163060628626,0.04191057804386649,0.8513231214126109,0.9750762359833405,0.010961427816795384
GENE00243,81.6855058594723,-0.3350654080776481,0.08504935030980973,0.5331615589669548,0.2731411708305002
GENE00244,21.229006232697785,-0.013065862638424202,0.9502852752176607,0.990845179147345,0.0039941992934515325
GENE00245,6.749789431647493,0.1582090487083944,0.8852594618778611,0.9805822532955627,0.00851597093641661
GENE00246,19.69508271238329,-0.35235110140540066,0.6961007033955957,0.9391995165850641,0.027242139631909183
GENE00247,81.26417417599868,0.2079702669518678,0.6703293898009907,0.9334518359796451,0.029908085757647147
GENE00248,57.51634530552167,-0.028770285547386528,0.9853453616391976,0.9979208923561371,0.0009038849399964978
GENE00249,0.9738429004419917,0.0,1.0,1.0,-0.0
GENE00250,248.63136444840887,0.19583015237767334,0.5908535384976166,0.9107956890593587,0.040579033636784
GENE00251,1660.7055247767876,0.03936506287984877,0.7222289705459244,0.9454373587460272,0.024367240644604205
GENE00252,23.194136584924493,-0.26940286435979044,0.45671788533692104,0.8618142079031345,0.06458635039261787
GENE00253,232.41075459795445,0.14788210631561163,0.49969622679491066,0.8800959102616513,0.05546999713655438
GENE00254,23.01960090924154,-0.5797800284498952,0.07078865774522168,0.49739225900112793,0.30330097801110717
GENE00255,885.5107996448253,0.2064539285381017,0.4159624271685394,0.84264608196806,0.07435479420370918
GENE00256,24.45972240583901,0.3659382504947171,0.523459522142147,0.8867779374251931,0.05218512044443209
GENE00257,70.57604088255422,-0.28885696248465736,0.4403368079338589,0.8559420553385172,0.06755563473700202
GENE00258,1049.8572891890965,0.023835166847486888,0.7855857758345761,0.9613594217578922,0.017114213056708485
GENE00259,605.7114194843006,0.9950638135580225,0.0006064117212639731,0.02855778073729142,1.5442755451800674
GENE00260,59.93642844762239,-0.6776720939584324,0.14191484515382471,0.6239855625214552,0.2048254586986682
GENE00261,931.4013628733687,-0.006971407238276268,0.8597031805619046,0.977623328870715,0.009828443477405578
